ticket_date,net_weight_kg,month,day,week_number,quarter,lag_1,lag_2,rolling_7,day_of_week
7/17/2015,24090,0.138456655,17,29,3,0.67151,1.94226,1.37551,0.49976
7/18/2015,28100,0.138456655,18,29,3,0.07365,0.67123,1.38977,0.99951
7/19/2015,17160,0.138456655,19,29,3,0.48843,0.07346,1.20590,1.49927
7/20/2015,26900,0.138456655,20,30,3,-0.64317,0.48817,0.99977,-1.49927
7/21/2015,40900,0.138456655,21,30,3,0.36430,-0.64325,1.13736,-0.99951
7/22/2015,32490,0.138456655,22,30,3,1.81241,0.36407,0.89545,-0.49976
7/23/2015,31250,0.138456655,23,30,3,0.94251,1.81195,0.92997,0.00000
7/24/2015,11480,0.138456655,24,30,3,0.81425,0.94219,0.61453,0.49976
7/25/2015,34520,0.138456655,25,30,3,-1.23069,0.81395,0.77513,0.99951
7/26/2015,17710,0.138456655,26,30,3,1.15249,-1.23068,0.78889,1.49927
7/27/2015,47020,0.138456655,27,31,3,-0.58628,1.15213,1.29220,-1.49927
7/28/2015,44470,0.138456655,28,31,3,2.44545,-0.58637,1.38151,-0.99951
7/29/2015,41730,0.138456655,29,31,3,2.18168,2.44489,1.61266,-0.49976
7/30/2015,38290,0.138456655,30,31,3,1.89827,2.18117,1.78877,0.00000
7/31/2015,16210,0.138456655,31,31,3,1.54244,1.89779,1.90709,0.49976
8/1/2015,27060,0.428410519,1,31,3,-0.74143,1.54203,1.72047,0.99951
8/2/2015,11190,0.428410519,2,31,3,0.38085,-0.74150,1.55737,1.49927
8/3/2015,16010,0.428410519,3,32,3,-1.26068,0.38062,0.78163,-1.49927
8/4/2015,41370,0.428410519,4,32,3,-0.76212,-1.26067,0.70408,-0.99951
8/5/2015,40310,0.428410519,5,32,3,1.86103,-0.76218,0.66856,-0.49976
8/6/2015,29670,0.428410519,6,32,3,1.75139,1.86056,0.45292,0.00000
8/7/2015,37930,0.428410519,7,32,3,0.65082,1.75094,0.99627,0.49976
8/8/2015,29370,0.428410519,8,32,3,1.50521,0.65054,1.05405,0.99951
8/9/2015,44770,0.428410519,9,32,3,0.61979,1.50480,1.89408,1.49927
8/10/2015,43420,0.428410519,10,33,3,2.21271,0.61952,2.57977,-1.49927
8/11/2015,17240,0.428410519,11,33,3,2.07307,2.21219,1.97614,-0.99951
8/12/2015,37850,0.428410519,12,33,3,-0.63489,2.07257,1.91460,-0.49976
8/13/2015,37850,0.428410519,12,33,3,1.49693,-0.63497,2.11923,0.00000
8/14/2015,46220,0.428410519,14,33,3,1.49693,1.49652,2.32661,0.49976
8/15/2015,32650,0.428410519,15,33,3,2.36270,1.49652,2.40866,0.99951
8/16/2015,8450,0.428410519,16,33,3,0.95906,2.36215,1.50009,1.49927
8/17/2015,24020,0.428410519,17,34,3,-1.54410,0.95874,1.01478,-1.49927
8/18/2015,9000,0.428410519,18,34,3,0.06641,-1.54404,0.80865,-0.99951
8/19/2015,9000,0.428410519,18,34,3,-1.48721,0.06622,0.08694,-0.49976
8/20/2015,9000,0.428410519,18,34,3,-1.48721,-1.48716,-0.63476,0.00000
8/21/2015,44530,0.428410519,21,34,3,-1.48721,-1.48716,-0.67704,0.49976
8/22/2015,38900,0.428410519,22,34,3,2.18789,-1.48716,-0.52069,0.99951
8/23/2015,7210,0.428410519,23,34,3,1.60554,2.18737,-0.55171,1.49927
8/24/2015,22320,0.428410519,24,35,3,-1.67236,1.60511,-0.59424,-1.49927
8/25/2015,24490,0.428410519,25,35,3,-0.10944,-1.67228,-0.20674,-0.99951
8/26/2015,32120,0.428410519,26,35,3,0.11502,-0.10960,0.37162,-0.49976
8/27/2015,32120,0.428410519,26,35,3,0.90424,0.11482,0.94999,0.00000
8/28/2015,48070,0.428410519,28,35,3,0.90424,0.90392,1.03854,0.49976
8/29/2015,21750,0.428410519,29,35,3,2.55405,0.90392,0.60952,0.99951
8/30/2015,39550,0.428410519,30,35,3,-0.16839,2.55348,1.41853,1.49927
8/31/2015,44050,0.428410519,31,36,3,1.67277,-0.16855,1.96213,-1.49927
9/1/2015,5190,0.718364383,1,36,3,2.13824,1.67234,1.47932,-0.99951
9/2/2015,17490,0.718364383,2,36,3,-1.88130,2.13773,1.11334,-0.49976
9/3/2015,30550,0.718364383,3,36,3,-0.60903,-1.88119,1.07407,0.00000
9/4/2015,33740,0.718364383,4,36,3,0.74185,-0.60912,0.71559,0.49976
9/5/2015,19960,0.718364383,5,36,3,1.07181,0.74155,0.67081,0.99951
9/6/2015,43390,0.718364383,6,36,3,-0.35355,1.07146,0.76687,1.49927
9/7/2015,42220,0.718364383,7,37,3,2.06997,-0.35367,0.72109,-1.49927
9/8/2015,48330,0.718364383,8,37,3,1.94895,2.06947,1.80027,-0.99951
9/9/2015,39560,0.718364383,9,37,3,2.58095,1.94847,2.35237,-0.49976
9/10/2015,36470,0.718364383,10,37,3,1.67381,2.58037,2.50047,0.00000
9/11/2015,30940,0.718364383,11,37,3,1.35419,1.67337,2.43042,0.49976
9/12/2015,43040,0.718364383,12,37,3,0.78219,1.35380,3.00779,0.99951
9/13/2015,15860,0.718364383,13,37,3,2.03377,0.78189,2.31910,1.49927
9/14/2015,39210,0.718364383,14,38,3,-0.77764,2.03327,2.24381,-1.49927
9/15/2015,37260,0.718364383,15,38,3,1.63761,-0.77769,1.96688,-0.99951
9/16/2015,45170,0.718364383,16,38,3,1.43591,1.63717,2.10722,-0.49976
9/17/2015,45490,0.718364383,17,38,3,2.25409,1.43550,2.33286,0.00000
9/18/2015,32810,0.718364383,18,38,3,2.28719,2.25356,2.37964,0.49976
9/19/2015,31550,0.718364383,19,38,3,0.97561,2.28665,2.09221,0.99951
9/20/2015,9480,0.718364383,20,38,3,0.84528,0.97528,1.93261,1.49927
9/21/2015,37940,0.718364383,21,39,3,-1.43756,0.84497,1.90084,-1.49927
9/22/2015,41110,0.718364383,22,39,3,1.50624,-1.43752,1.99715,-0.99951
9/23/2015,41510,0.718364383,23,39,3,1.83414,1.50583,1.90559,-0.49976
9/24/2015,27480,0.718364383,24,39,3,1.87551,1.83367,1.45506,0.00000
9/25/2015,20610,0.718364383,25,39,3,0.42430,1.87504,1.14986,0.49976
9/26/2015,2330,0.718364383,26,39,3,-0.28631,0.42405,0.41890,0.99951
9/27/2015,1690,0.718364383,27,39,3,-2.17713,-0.28645,0.22403,1.49927
9/28/2015,11350,0.718364383,28,40,3,-2.24333,-2.17697,-0.44114,-1.49927
9/29/2015,39450,0.718364383,29,40,3,-1.24413,-2.24316,-0.48267,-0.99951
9/30/2015,32930,0.718364383,30,40,3,1.66243,-1.24412,-0.69730,-0.49976
10/1/2015,31830,1.008318247,1,40,4,0.98803,1.66199,-0.58848,0.00000
10/2/2015,41790,1.008318247,2,40,4,0.87425,0.98769,-0.05865,0.49976
10/3/2015,22270,1.008318247,3,40,4,1.90447,0.87393,0.44017,0.99951
10/4/2015,42710,1.008318247,4,40,4,-0.11461,1.90400,1.46631,1.49927
10/5/2015,42710,1.008318247,4,40,4,1.99963,-0.11477,2.25081,-1.49927
10/6/2015,44180,1.008318247,6,41,4,1.99963,1.99915,2.36913,-0.99951
10/7/2015,40650,1.008318247,7,41,4,2.15169,1.99915,2.56226,-0.49976
10/8/2015,40650,1.008318247,7,41,4,1.78655,2.15117,2.78290,0.00000
10/9/2015,34460,1.008318247,9,41,4,1.78655,1.78610,2.59953,0.49976
10/10/2015,19750,1.008318247,10,41,4,1.14628,1.78610,2.53649,0.99951
10/11/2015,41730,1.008318247,11,41,4,-0.37527,1.14593,2.51197,1.49927
10/12/2015,36910,1.008318247,12,42,4,1.89827,-0.37539,2.36688,-1.49927
10/13/2015,46440,1.008318247,13,42,4,1.39970,1.89779,2.42342,-0.99951
10/14/2015,44290,1.008318247,14,42,4,2.38545,1.39931,2.51448,-0.49976
10/15/2015,40270,1.008318247,15,42,4,2.16306,2.38490,2.50497,0.00000
10/16/2015,33410,1.008318247,16,42,4,1.74725,2.16255,2.47870,0.49976
10/17/2015,30140,1.008318247,17,42,4,1.03767,1.74680,2.73862,0.99951
10/18/2015,12660,1.008318247,18,42,4,0.69944,1.03734,2.01141,1.49927
10/19/2015,30350,1.008318247,19,43,4,-1.10863,0.69915,1.84730,-1.49927
10/20/2015,37000,1.008318247,20,43,4,0.72116,-1.10864,1.61116,-0.99951
10/21/2015,37410,1.008318247,21,43,4,1.40901,0.72087,1.43905,-0.49976
10/22/2015,39990,1.008318247,22,43,4,1.45142,1.40861,1.43204,0.00000
10/23/2015,42760,1.008318247,23,43,4,1.71829,1.45102,1.66594,0.49976
10/24/2015,31470,1.008318247,24,43,4,2.00481,1.71784,1.69921,0.99951
10/25/2015,17560,1.008318247,25,43,4,0.83701,2.00432,1.82179,1.49927
10/26/2015,32690,1.008318247,26,44,4,-0.60179,0.83670,1.88033,-1.49927
10/27/2015,20340,1.008318247,27,44,4,0.96320,-0.60188,1.46356,-0.99951
10/28/2015,33220,1.008318247,28,44,4,-0.31424,0.96287,1.35875,-0.49976
10/29/2015,40890,1.008318247,29,44,4,1.01802,-0.31437,1.38126,0.00000
10/30/2015,37400,1.008318247,30,44,4,1.81138,1.01769,1.24718,0.49976
10/31/2015,42320,1.008318247,31,44,4,1.45039,1.81092,1.51860,0.99951
11/1/2015,24720,1.298272111,1,44,4,1.95929,1.44998,1.69771,1.49927
11/2/2015,36910,1.298272111,2,45,4,0.13881,1.95881,1.80328,-1.49927
11/3/2015,34190,1.298272111,3,45,4,1.39970,0.13861,2.14975,-0.99951
11/4/2015,38520,1.298272111,4,45,4,1.11836,1.39931,2.28233,-0.49976
11/5/2015,38520,1.298272111,4,45,4,1.56624,1.11800,2.22304,0.00000
11/6/2015,49630,1.298272111,6,45,4,1.56624,1.56581,2.52899,0.49976
11/7/2015,22840,1.298272111,7,45,4,2.71541,1.56581,2.04168,0.99951
11/8/2015,22840,1.298272111,7,45,4,-0.05565,2.71482,1.99465,1.49927
11/9/2015,28830,1.298272111,9,46,4,-0.05565,-0.05582,1.79252,-1.49927
11/10/2015,8780,1.298272111,10,46,4,0.56394,-0.05582,1.15687,-0.99951
11/11/2015,34300,1.298272111,11,46,4,-1.50997,0.56367,1.05130,-0.49976
11/12/2015,34280,1.298272111,12,46,4,1.12973,-1.50991,0.94523,0.00000
11/13/2015,10120,1.298272111,13,46,4,1.12766,1.12938,-0.04314,0.49976
11/14/2015,40350,1.298272111,14,46,4,-1.37136,1.12731,0.39489,0.99951
11/15/2015,12420,1.298272111,15,46,4,1.75552,-1.37133,0.13422,1.49927
11/16/2015,37210,1.298272111,16,47,4,-1.13346,1.75507,0.34385,-1.49927
11/17/2015,49600,1.298272111,17,47,4,1.43073,-1.13346,1.36500,-0.99951
11/18/2015,36090,1.298272111,18,47,4,2.71231,1.43033,1.40978,-0.49976
11/19/2015,36090,1.298272111,18,47,4,1.31488,2.71171,1.45506,0.00000
11/20/2015,40970,1.298272111,20,47,4,1.31488,1.31450,2.22679,0.49976
11/21/2015,37850,1.298272111,21,47,4,1.81965,1.31450,2.16425,0.99951
11/22/2015,12630,1.298272111,22,47,4,1.49693,1.81919,2.16951,1.49927
11/23/2015,29880,1.298272111,23,48,4,-1.11174,1.49652,1.98614,-1.49927
11/24/2015,34840,1.298272111,24,48,4,0.67254,-1.11174,1.61691,-0.99951
11/25/2015,27020,1.298272111,25,48,4,1.18559,0.67226,1.39002,-0.49976
11/26/2015,42110,1.298272111,26,48,4,0.37672,1.18523,1.54061,0.00000
11/27/2015,33340,1.298272111,27,48,4,1.93757,0.37648,1.34974,0.49976
11/28/2015,29880,1.298272111,28,48,4,1.03043,1.93709,1.15036,0.99951
11/29/2015,10290,1.298272111,29,48,4,0.67254,1.03010,1.09183,1.49927
11/30/2015,37970,1.298272111,30,49,4,-1.35378,0.67226,1.29421,-1.49927
12/1/2015,30480,1.588225974,1,49,4,1.50935,-1.35375,1.18514,-0.99951
12/2/2015,36520,1.588225974,2,49,4,0.73461,1.50893,1.42279,-0.49976
12/3/2015,26810,1.588225974,3,49,4,1.35936,0.73431,1.04004,0.00000
12/4/2015,23140,1.588225974,4,49,4,0.35499,1.35897,0.78488,0.49976
12/5/2015,4580,1.588225974,5,49,4,-0.02462,0.35476,0.15198,0.99951
12/6/2015,39980,1.588225974,6,49,4,-1.94440,-0.02479,0.89470,1.49927
12/7/2015,16440,1.588225974,7,50,4,1.71725,-1.94428,0.35611,-1.49927
12/8/2015,16440,1.588225974,7,50,4,-0.71764,1.71681,0.00489,-0.99951
12/9/2015,37920,1.588225974,9,50,4,-0.71764,-0.71771,0.03991,-0.49976
12/10/2015,40690,1.588225974,10,50,4,1.50417,-0.71771,0.38713,0.00000
12/11/2015,32630,1.588225974,11,50,4,1.79069,1.50376,0.62453,0.49976
12/12/2015,32100,1.588225974,12,50,4,0.95699,1.79024,1.31297,0.99951
12/13/2015,17970,1.588225974,13,50,4,0.90217,0.95667,0.76237,1.49927
12/14/2015,31950,1.588225974,14,51,4,-0.55938,0.90185,1.15036,-1.49927
12/15/2015,27450,1.588225974,15,51,4,0.88666,-0.55948,1.42579,-0.99951
12/16/2015,39890,1.588225974,16,51,4,0.42119,0.88634,1.47507,-0.49976
12/17/2015,39930,1.588225974,17,51,4,1.70794,0.42095,1.45606,0.00000
12/18/2015,36480,1.588225974,18,51,4,1.71208,1.70750,1.55237,0.49976
12/19/2015,40660,1.588225974,19,51,4,1.35522,1.71164,1.76650,0.99951
12/20/2015,23510,1.588225974,20,51,4,1.78759,1.35484,1.90509,1.49927
12/21/2015,37930,1.588225974,21,52,4,0.01365,1.78713,2.05469,-1.49927
12/22/2015,40170,1.588225974,22,52,4,1.50521,0.01347,2.37289,-0.99951
12/23/2015,40300,1.588225974,23,52,4,1.73691,1.50480,2.38314,-0.49976
12/24/2015,44170,1.588225974,24,52,4,1.75035,1.73646,2.48921,0.00000
12/25/2015,26110,1.588225974,25,52,4,2.15065,1.74990,2.22980,0.49976
12/26/2015,29550,1.588225974,26,52,4,0.28259,2.15014,1.95187,0.99951
12/27/2015,20730,1.588225974,27,52,4,0.63841,0.28237,1.88233,1.49927
12/28/2015,28290,1.588225974,28,53,4,-0.27390,0.63813,1.64117,-1.49927
12/29/2015,28190,1.588225974,29,53,4,0.50808,-0.27404,1.34148,-0.99951
12/30/2015,38700,1.588225974,30,53,4,0.49774,0.50782,1.30146,-0.49976
12/31/2015,49900,1.588225974,31,53,4,1.58485,0.49748,1.44480,0.00000
1/1/2016,30230,-1.601266528,1,53,1,2.74334,1.58443,1.54787,0.49976
1/2/2016,28700,-1.601266528,2,53,1,0.70875,2.74274,1.52660,0.99951
1/3/2016,38000,-1.601266528,3,53,1,0.55049,0.70846,1.95863,1.49927
1/4/2016,29120,-1.601266528,4,1,1,1.51245,0.55022,1.97939,-1.49927
1/5/2016,5560,-1.601266528,5,1,1,0.59393,1.51204,1.41328,-0.99951
1/6/2016,5560,-1.601266528,5,1,1,-1.84303,0.59366,0.58426,-0.49976
1/7/2016,5560,-1.601266528,5,1,1,-1.84303,-1.84292,-0.52494,0.00000
1/8/2016,5560,-1.601266528,5,1,1,-1.84303,-1.84292,-1.14208,0.49976
1/9/2016,13170,-1.601266528,9,1,1,-1.84303,-1.84292,-1.53058,0.99951
1/10/2016,14325,-1.601266528,10,1,1,-1.05588,-1.84292,-2.12283,1.49927
1/11/2016,28190,-1.601266528,11,2,1,-0.93641,-1.05589,-2.14609,-1.49927
1/12/2016,26390,-1.601266528,12,2,1,0.49774,-0.93644,-1.62501,-0.99951
1/13/2016,32760,-1.601266528,13,2,1,0.31155,0.49748,-0.94458,-0.49976
1/14/2016,26300,-1.601266528,14,2,1,0.97044,0.31132,-0.42576,0.00000
1/15/2016,20430,-1.601266528,15,2,1,0.30224,0.97011,-0.05377,0.49976
1/16/2016,26140,-1.601266528,16,2,1,-0.30493,0.30202,0.27068,0.99951
1/17/2016,28850,-1.601266528,17,2,1,0.28569,-0.30506,0.63404,1.49927
1/18/2016,23550,-1.601266528,18,3,1,0.56600,0.28547,0.51796,-1.49927
1/19/2016,34930,-1.601266528,19,3,1,0.01779,0.56574,0.73160,-0.99951
1/20/2016,21960,-1.601266528,20,3,1,1.19490,0.01761,0.46143,-0.49976
1/21/2016,25950,-1.601266528,21,3,1,-0.14667,1.19453,0.45267,0.00000
1/22/2016,11710,-1.601266528,22,3,1,0.26604,-0.14683,0.23454,0.49976
1/23/2016,16400,-1.601266528,23,3,1,-1.20690,0.26582,-0.00912,0.99951
1/24/2016,11250,-1.601266528,24,3,1,-0.72178,-1.20689,-0.44940,1.49927
1/25/2016,30600,-1.601266528,25,4,1,-1.25448,-0.72185,-0.27304,-1.49927
1/26/2016,28680,-1.601266528,26,4,1,0.74702,-1.25446,-0.42938,-0.99951
1/27/2016,33240,-1.601266528,27,4,1,0.54842,0.74672,-0.14721,-0.49976
1/28/2016,37930,-1.601266528,28,4,1,1.02009,0.54816,0.15248,0.00000
1/29/2016,31180,-1.601266528,29,4,1,1.50521,1.01975,0.63954,0.49976
1/30/2016,43820,-1.601266528,30,4,1,0.80701,1.50480,1.32547,0.99951
1/31/2016,14580,-1.601266528,31,4,1,2.11445,0.80671,1.40878,1.49927
2/1/2016,37940,-1.311312664,1,5,1,-0.91003,2.11394,1.59239,-1.49927
2/2/2016,32830,-1.311312664,2,5,1,1.50624,-0.91007,1.69621,-0.99951
2/3/2016,35320,-1.311312664,3,5,1,0.97768,1.50583,1.74824,-0.49976
2/4/2016,21200,-1.311312664,4,5,1,1.23524,0.97735,1.32973,0.00000
2/5/2016,16650,-1.311312664,5,5,1,-0.22528,1.23487,0.96625,0.49976
2/6/2016,16650,-1.311312664,5,5,1,-0.69592,-0.22543,0.28657,0.99951
2/7/2016,16650,-1.311312664,5,5,1,-0.69592,-0.69599,0.33835,1.49927
2/8/2016,16650,-1.311312664,5,5,1,-0.69592,-0.69599,-0.19424,-1.49927
2/9/2016,10145,-1.311312664,9,6,1,-0.69592,-0.69599,-0.76172,-0.99951
2/10/2016,12460,-1.311312664,10,6,1,-1.36877,-0.69599,-1.33358,-0.49976
2/11/2016,13490,-1.311312664,11,6,1,-1.12932,-1.36874,-1.52645,0.00000
2/12/2016,29800,-1.311312664,12,6,1,-1.02278,-1.12932,-1.19749,0.49976
2/13/2016,32250,-1.311312664,13,6,1,0.66427,-1.02280,-0.80725,0.99951
2/14/2016,18610,-1.311312664,14,6,1,0.91769,0.66399,-0.75822,1.49927
2/15/2016,28880,-1.311312664,15,7,1,-0.49318,0.91737,-0.45227,-1.49927
2/16/2016,36290,-1.311312664,16,7,1,0.56911,-0.49329,0.20176,-0.99951
2/17/2016,32770,-1.311312664,17,7,1,1.33557,0.56884,0.70984,-0.49976
2/18/2016,32820,-1.311312664,18,7,1,0.97148,1.33519,1.19339,0.00000
2/19/2016,36400,-1.311312664,19,7,1,0.97665,0.97115,1.35850,0.49976
2/20/2016,20840,-1.311312664,20,7,1,1.34695,0.97632,1.07307,0.99951
2/21/2016,18320,-1.311312664,21,7,1,-0.26252,1.34656,1.06581,1.49927
2/22/2016,22140,-1.311312664,22,8,1,-0.52318,-0.26266,0.89720,-1.49927
2/23/2016,38380,-1.311312664,23,8,1,-0.12805,-0.52328,0.94949,-0.99951
2/24/2016,36640,-1.311312664,24,8,1,1.55175,-0.12821,1.04630,-0.49976
2/25/2016,21910,-1.311312664,25,8,1,1.37177,1.55134,0.77338,0.00000
2/26/2016,40980,-1.311312664,26,8,1,-0.15184,1.37138,0.88795,0.49976
2/27/2016,36560,-1.311312664,27,8,1,1.82069,-0.15200,1.28120,0.99951
2/28/2016,19350,-1.311312664,28,8,1,1.36350,1.82023,1.30696,1.49927
2/29/2016,25240,-1.311312664,29,9,1,-0.41664,1.36311,1.38451,-1.49927
3/1/2016,13290,-1.0213588,1,9,1,0.19260,-0.41676,0.75687,-0.99951
3/2/2016,31490,-1.0213588,2,9,1,-1.04347,0.19239,0.62803,-0.49976
3/3/2016,29320,-1.0213588,3,9,1,0.83908,-1.04348,0.81340,0.00000
3/4/2016,10260,-1.0213588,4,9,1,0.61462,0.83877,0.04492,0.49976
3/5/2016,11765,-1.0213588,5,9,1,-1.35688,0.61435,-0.57535,0.99951
3/6/2016,11765,-1.0213588,5,9,1,-1.20121,-1.35685,-0.76510,1.49927
3/7/2016,11765,-1.0213588,5,9,1,-1.20121,-1.20120,-1.10218,-1.49927
3/8/2016,11765,-1.0213588,5,9,1,-1.20121,-1.20120,-1.14033,-0.99951
3/9/2016,10545,-1.0213588,9,10,1,-1.20121,-1.20120,-1.66429,-0.49976
3/10/2016,14860,-1.0213588,10,10,1,-1.32740,-1.20120,-2.02602,0.00000
3/11/2016,32180,-1.0213588,11,10,1,-0.88107,-1.32737,-1.47767,0.49976
3/12/2016,28220,-1.0213588,12,10,1,0.91045,-0.88111,-1.06604,0.99951
3/13/2016,11460,-1.0213588,13,10,1,0.50084,0.91013,-1.07367,1.49927
3/14/2016,28320,-1.0213588,14,11,1,-1.23276,0.50058,-0.65953,-1.49927
3/15/2016,32760,-1.0213588,15,11,1,0.51118,-1.23274,-0.13432,-0.99951
3/16/2016,28230,-1.0213588,16,11,1,0.97044,0.51093,0.30808,-0.49976
3/17/2016,31930,-1.0213588,17,11,1,0.50187,0.97011,0.73510,0.00000
3/18/2016,31140,-1.0213588,18,11,1,0.88459,0.50162,0.70909,0.49976
3/19/2016,28830,-1.0213588,19,11,1,0.80287,0.88427,0.72434,0.99951
3/20/2016,9520,-1.0213588,20,11,1,0.56394,0.80257,0.67581,1.49927
3/21/2016,33050,-1.0213588,21,12,1,-1.43342,0.56367,0.79414,-1.49927
3/22/2016,26970,-1.0213588,22,12,1,1.00044,-1.43338,0.64930,-0.99951
3/23/2016,32290,-1.0213588,23,12,1,0.37154,1.00010,0.75086,-0.49976
3/24/2016,33490,-1.0213588,24,12,1,0.92183,0.37131,0.78989,0.00000
3/25/2016,29360,-1.0213588,25,12,1,1.04595,0.92150,0.74536,0.49976
3/26/2016,27690,-1.0213588,26,12,1,0.61876,1.04561,0.71684,0.99951
3/27/2016,10150,-1.0213588,27,12,1,0.44602,0.61848,0.73260,1.49927
3/28/2016,28230,-1.0213588,28,13,1,-1.36826,0.44577,0.61202,-1.49927
3/29/2016,34300,-1.0213588,29,13,1,0.50187,-1.36822,0.79539,-0.99951
3/30/2016,35760,-1.0213588,30,13,1,1.12973,0.50162,0.88219,-0.49976
3/31/2016,38560,-1.0213588,31,13,1,1.28075,1.12938,1.00902,0.00000
4/1/2016,37300,-0.731404936,1,13,2,1.57037,1.28037,1.20765,0.49976
4/2/2016,16540,-0.731404936,2,13,2,1.44004,1.56995,0.92872,0.99951
4/3/2016,32960,-0.731404936,3,13,2,-0.70730,1.43964,1.49933,1.49927
4/4/2016,39140,-0.731404936,4,14,2,0.99113,-0.70737,1.77226,-1.49927
4/5/2016,12125,-0.731404936,5,14,2,1.63037,0.99080,1.21753,-0.99951
4/6/2016,12125,-0.731404936,5,14,2,-1.16397,1.62993,0.62628,-0.49976
4/7/2016,12125,-0.731404936,5,14,2,-1.16397,-1.16397,-0.03501,0.00000
4/8/2016,12125,-0.731404936,5,14,2,-1.16397,-1.16397,-0.66478,0.49976
4/9/2016,13100,-0.731404936,9,14,2,-1.16397,-1.16397,-0.75084,0.99951
4/10/2016,17255,-0.731404936,10,14,2,-1.06312,-1.16397,-1.14371,1.49927
4/11/2016,14405,-0.731404936,11,15,2,-0.63334,-1.06313,-1.76248,-1.49927
4/12/2016,15990,-0.731404936,12,15,2,-0.92814,-0.63342,-1.66579,-0.99951
4/13/2016,31590,-0.731404936,13,15,2,-0.76419,-0.92817,-1.17886,-0.49976
4/14/2016,4830,-0.731404936,14,15,2,0.84942,-0.76425,-1.36135,0.00000
4/15/2016,17030,-0.731404936,15,15,2,-1.91854,0.84911,-1.23865,0.49976
4/16/2016,5810,-0.731404936,16,15,2,-0.65661,-1.91842,-1.42101,0.99951
4/17/2016,6990,-0.731404936,17,15,2,-1.81717,-0.65669,-1.67780,1.49927
4/18/2016,27800,-0.731404936,18,16,2,-1.69512,-1.81707,-1.34271,-1.49927
4/19/2016,39740,-0.731404936,19,16,2,0.45740,-1.69503,-0.74859,-0.99951
4/20/2016,42060,-0.731404936,20,16,2,1.69243,0.45715,-0.48667,-0.49976
4/21/2016,36500,-0.731404936,21,16,2,1.93240,1.69199,0.30558,0.00000
4/22/2016,29120,-0.731404936,22,16,2,1.35729,1.93192,0.60802,0.49976
4/23/2016,32890,-0.731404936,23,16,2,0.59393,1.35690,1.28545,0.99951
4/24/2016,7630,-0.731404936,24,16,2,0.98389,0.59366,1.30146,1.49927
4/25/2016,13315,-0.731404936,25,17,2,-1.62892,0.98356,0.93911,-1.49927
4/26/2016,44270,-0.731404936,26,17,2,-1.04088,-1.62884,1.05243,-0.99951
4/27/2016,10605,-0.731404936,27,17,2,2.16099,-1.04090,0.26555,-0.49976
4/28/2016,27100,-0.731404936,28,17,2,-1.32119,2.16048,0.03041,0.00000
4/29/2016,17425,-0.731404936,29,17,2,0.38499,-1.32117,-0.26215,0.49976
4/30/2016,26700,-0.731404936,30,17,2,-0.61576,0.38475,-0.41700,0.99951
5/1/2016,37610,-0.441451072,1,17,2,0.34362,-0.61584,0.33297,1.49927
5/2/2016,34210,-0.441451072,2,18,2,1.47211,0.34338,0.85568,-1.49927
5/3/2016,27670,-0.441451072,3,18,2,1.12042,1.47170,0.44042,-0.99951
5/4/2016,32370,-0.441451072,4,18,2,0.44395,1.12007,0.98488,-0.49976
5/5/2016,14080,-0.441451072,5,18,2,0.93010,0.44370,0.65918,0.00000
5/6/2016,14080,-0.441451072,5,18,2,-0.96175,0.92978,0.57550,0.49976
5/7/2016,14080,-0.441451072,5,18,2,-0.96175,-0.96178,0.25980,0.99951
5/8/2016,14080,-0.441451072,5,18,2,-0.96175,-0.96178,-0.32882,1.49927
5/9/2016,12255,-0.441451072,9,19,2,-0.96175,-0.96178,-0.87804,-1.49927
5/10/2016,13410,-0.441451072,10,19,2,-1.15052,-0.96178,-1.23477,-0.99951
5/11/2016,8340,-0.441451072,11,19,2,-1.03105,-1.15052,-1.83590,-0.49976
5/12/2016,11285,-0.441451072,12,19,2,-1.55548,-1.03107,-1.90582,0.00000
5/13/2016,17990,-0.441451072,13,19,2,-1.25086,-1.55542,-1.80801,0.49976
5/14/2016,16160,-0.441451072,14,19,2,-0.55732,-1.25084,-1.75597,0.99951
5/15/2016,16160,-0.441451072,14,19,2,-0.74660,-0.55741,-1.70394,1.49927
5/16/2016,16160,-0.441451072,14,19,2,-0.74660,-0.74667,-1.60625,-1.49927
5/17/2016,16160,-0.441451072,14,19,2,-0.74660,-0.74667,-1.53746,-0.99951
5/18/2016,16160,-0.441451072,14,19,2,-0.74660,-0.74667,-1.34184,-0.49976
5/19/2016,16160,-0.441451072,14,19,2,-0.74660,-0.74667,-1.21988,0.00000
5/20/2016,16160,-0.441451072,14,19,2,-0.74660,-0.74667,-1.26566,0.49976
5/21/2016,16160,-0.441451072,14,19,2,-0.74660,-0.74667,-1.26566,0.99951
5/22/2016,16160,-0.441451072,14,19,2,-0.74660,-0.74667,-1.26566,1.49927
5/23/2016,16160,-0.441451072,14,19,2,-0.74660,-0.74667,-1.26566,-1.49927
5/24/2016,16160,-0.441451072,14,19,2,-0.74660,-0.74667,-1.26566,-0.99951
5/25/2016,16160,-0.441451072,14,19,2,-0.74660,-0.74667,-1.26566,-0.49976
5/26/2016,16160,-0.441451072,14,19,2,-0.74660,-0.74667,-1.26566,0.00000
5/27/2016,16160,-0.441451072,14,19,2,-0.74660,-0.74667,-1.26566,0.49976
5/28/2016,16160,-0.441451072,14,19,2,-0.74660,-0.74667,-1.26566,0.99951
