ticket_date,net_weight_kg,month,day,week_number,quarter,lag_1,lag_2,rolling_7,day_of_week
10/8/2013,16400,1.008318247,8,41,4,-0.05255,-0.22129,-0.54796,-0.99951
10/9/2013,32680,1.008318247,9,41,4,-0.72178,-0.05272,0.02866,-0.49976
10/10/2013,29380,1.008318247,10,41,4,0.96217,-0.72185,0.43066,0.00000
10/11/2013,12070,1.008318247,11,41,4,0.62083,0.96184,-0.07391,0.49976
10/12/2013,26820,1.008318247,12,41,4,-1.16966,0.62055,-0.05640,0.99951
10/13/2013,11540,1.008318247,13,41,4,0.35603,-1.16966,-0.29905,1.49927
10/14/2013,31460,1.008318247,14,42,4,-1.22448,0.35579,-0.08417,-1.49927
10/15/2013,31700,1.008318247,15,42,4,0.83597,-1.22447,0.29858,-0.99951
10/16/2013,30880,1.008318247,16,42,4,0.86080,0.83567,0.25355,-0.49976
10/17/2013,30960,1.008318247,17,42,4,0.77598,0.86049,0.29307,0.00000
10/18/2013,27470,1.008318247,18,42,4,0.78426,0.77568,0.67832,0.49976
10/19/2013,23300,1.008318247,19,42,4,0.42326,0.78396,0.59026,0.99951
10/20/2013,13350,1.008318247,20,42,4,-0.00807,0.42302,0.63554,1.49927
10/21/2013,32160,1.008318247,21,43,4,-1.03726,-0.00825,0.65305,-1.49927
10/22/2013,35040,1.008318247,22,43,4,0.90838,-1.03728,0.73660,-0.99951
10/23/2013,33330,1.008318247,23,43,4,1.20628,0.90806,0.79789,-0.49976
10/24/2013,29520,1.008318247,24,43,4,1.02940,1.20591,0.76187,0.00000
10/25/2013,34600,1.008318247,25,43,4,0.63531,1.02906,0.94023,0.49976
10/26/2013,25160,1.008318247,26,43,4,1.16076,0.63503,0.98676,0.99951
10/27/2013,5790,1.008318247,27,43,4,0.18432,1.16041,0.79764,1.49927
10/28/2013,31740,1.008318247,28,44,4,-1.81924,0.18412,0.78713,-1.49927
10/29/2013,33120,1.008318247,29,44,4,0.86494,-1.81914,0.73910,-0.99951
10/30/2013,35710,1.008318247,30,44,4,1.00768,0.86462,0.79864,-0.49976
10/31/2013,29050,1.008318247,31,44,4,1.27558,1.00734,0.78688,0.00000
11/1/2013,32460,1.298272111,1,44,4,0.58669,1.27520,0.73335,0.49976
11/2/2013,25000,1.298272111,2,44,4,0.93941,0.58642,0.72935,0.99951
11/3/2013,21800,1.298272111,3,44,4,0.16777,0.93909,1.12985,1.49927
11/4/2013,36900,1.298272111,4,45,4,-0.16322,0.16757,1.25893,-1.49927
11/5/2013,20780,1.298272111,5,45,4,1.39867,-0.16338,0.95024,-0.99951
11/6/2013,31570,1.298272111,6,45,4,-0.26873,1.39827,0.84667,-0.49976
11/7/2013,39950,1.298272111,7,45,4,0.84735,-0.26887,1.11934,0.00000
11/8/2013,9800,1.298272111,8,45,4,1.71415,0.84704,0.55249,0.49976
11/9/2013,28570,1.298272111,9,45,4,-1.40446,1.71371,0.64179,0.99951
11/10/2013,26970,1.298272111,10,45,4,0.53704,-1.40442,0.77112,1.49927
11/11/2013,28710,1.298272111,11,46,4,0.37154,0.53678,0.56624,-1.49927
11/12/2013,30080,1.298272111,12,46,4,0.55152,0.37131,0.79889,-0.99951
11/13/2013,33690,1.298272111,13,46,4,0.69323,0.55126,0.85193,-0.49976
11/14/2013,35790,1.298272111,14,46,4,1.06664,0.69295,0.74786,0.00000
11/15/2013,26140,1.298272111,15,46,4,1.28385,1.06629,1.15662,0.49976
11/16/2013,26790,1.298272111,16,46,4,0.28569,1.28348,1.11209,0.99951
11/17/2013,13880,1.298272111,17,46,4,0.35293,0.28547,0.78463,1.49927
11/18/2013,25880,1.298272111,18,47,4,-0.98244,0.35269,0.71384,-1.49927
11/19/2013,33130,1.298272111,19,47,4,0.25880,-0.98247,0.79014,-0.99951
11/20/2013,29530,1.298272111,20,47,4,1.00871,0.25858,0.68607,-0.49976
11/21/2013,31940,1.298272111,21,47,4,0.63634,1.00838,0.58976,0.00000
11/22/2013,25740,1.298272111,22,47,4,0.88562,0.63606,0.57975,0.49976
11/23/2013,20660,1.298272111,23,47,4,0.24432,0.88531,0.42641,0.99951
11/24/2013,12140,1.298272111,24,47,4,-0.28114,0.24410,0.38288,1.49927
11/25/2013,31600,1.298272111,25,48,4,-1.16242,-0.28128,0.52597,-1.49927
11/26/2013,33460,1.298272111,26,48,4,0.85045,-1.16242,0.53422,-0.99951
11/27/2013,24140,1.298272111,27,48,4,1.04285,0.85014,0.39939,-0.49976
11/28/2013,27880,1.298272111,28,48,4,0.07882,1.04251,0.29783,0.00000
11/29/2013,29010,1.298272111,29,48,4,0.46567,0.07863,0.37963,0.49976
11/30/2013,31650,1.298272111,30,48,4,0.58255,0.46542,0.65455,0.99951
12/1/2013,23780,1.588225974,1,48,4,0.85563,0.58229,0.94573,1.49927
12/2/2013,26700,1.588225974,2,49,4,0.04158,0.85532,0.82316,-1.49927
12/3/2013,32710,1.588225974,3,49,4,0.34362,0.04140,0.80440,-0.99951
12/4/2013,31110,1.588225974,4,49,4,0.96527,0.34338,0.97876,-0.49976
12/5/2013,7050,1.588225974,5,49,4,0.79977,0.96494,0.45768,0.00000
12/6/2013,35170,1.588225974,6,49,4,-1.68891,0.79947,0.61177,0.49976
12/7/2013,40070,1.588225974,7,49,4,1.21972,-1.68883,0.82241,0.99951
12/8/2013,26560,1.588225974,8,49,4,1.72656,1.21936,0.89195,1.49927
12/9/2013,31100,1.588225974,9,50,4,0.32913,1.72612,1.00202,-1.49927
12/10/2013,30070,1.588225974,10,50,4,0.79874,0.32891,0.93598,-0.99951
12/11/2013,42140,1.588225974,11,50,4,0.69220,0.79843,1.21190,-0.49976
12/12/2013,28060,1.588225974,12,50,4,1.94068,0.69191,1.73749,0.00000
12/13/2013,29970,1.588225974,13,50,4,0.48429,1.94020,1.60740,0.49976
12/14/2013,26500,1.588225974,14,50,4,0.68185,0.48404,1.26794,0.99951
12/15/2013,14900,1.588225974,15,50,4,0.32293,0.68157,0.97625,1.49927
12/16/2013,18070,1.588225974,16,51,4,-0.87693,0.32270,0.65030,-1.49927
12/17/2013,33440,1.588225974,17,51,4,-0.54904,-0.87698,0.73460,-0.99951
12/18/2013,37480,1.588225974,18,51,4,1.04078,-0.54913,0.61803,-0.49976
12/19/2013,27820,1.588225974,19,51,4,1.45866,1.04044,0.61202,0.00000
12/20/2013,22570,1.588225974,20,51,4,0.45946,1.45826,0.42691,0.49976
12/21/2013,20170,1.588225974,21,51,4,-0.08358,0.45921,0.26856,0.99951
12/22/2013,13000,1.588225974,22,51,4,-0.33182,-0.08374,0.22103,1.49927
12/23/2013,25940,1.588225974,23,52,4,-1.07346,-0.33195,0.41790,-1.49927
12/24/2013,27410,1.588225974,24,52,4,0.26500,-1.07348,0.26706,-0.99951
12/25/2013,37100,1.588225974,25,52,4,0.41706,0.26478,0.25755,-0.49976
12/26/2013,30380,1.588225974,26,52,4,1.41936,0.41681,0.32159,0.00000
12/27/2013,29900,1.588225974,27,52,4,0.72426,1.41896,0.50496,0.49976
12/28/2013,23680,1.588225974,28,52,4,0.67461,0.72397,0.59276,0.99951
12/29/2013,11640,1.588225974,29,52,4,0.03124,0.67433,0.55874,1.49927
12/30/2013,22870,1.588225974,30,1,4,-1.21414,0.03105,0.48194,-1.49927
12/31/2013,36200,1.588225974,31,1,4,-0.05255,-1.21413,0.70183,-0.99951
1/1/2014,24220,-1.601266528,1,1,1,1.32626,-0.05272,0.37963,-0.49976
1/2/2014,21190,-1.601266528,2,1,1,0.08709,1.32588,0.14973,0.00000
1/3/2014,25150,-1.601266528,3,1,1,-0.22632,0.08690,0.03091,0.49976
1/4/2014,32930,-1.601266528,4,1,1,0.18329,-0.22646,0.26230,0.99951
1/5/2014,18560,-1.601266528,5,1,1,0.98803,0.18308,0.43541,1.49927
1/6/2014,12900,-1.601266528,6,2,1,-0.49836,0.98769,0.18600,-1.49927
1/7/2014,33060,-1.601266528,7,2,1,-1.08381,-0.49846,0.10746,-0.99951
1/8/2014,34230,-1.601266528,8,2,1,1.00147,-1.08382,0.35786,-0.49976
1/9/2014,39620,-1.601266528,9,2,1,1.12249,1.00114,0.81890,0.00000
1/10/2014,36270,-1.601266528,10,2,1,1.68002,1.12214,1.09708,0.49976
1/11/2014,38330,-1.601266528,11,2,1,1.33350,1.67958,1.23217,0.99951
1/12/2014,29080,-1.601266528,12,2,1,1.54658,1.33312,1.49533,1.49927
1/13/2014,26710,-1.601266528,13,3,1,0.58979,1.54616,1.84080,-1.49927
1/14/2014,27690,-1.601266528,14,3,1,0.34465,0.58952,1.70647,-0.99951
1/15/2014,31620,-1.601266528,15,3,1,0.44602,0.34442,1.64117,-0.49976
1/16/2014,23330,-1.601266528,16,3,1,0.85252,0.44577,1.23367,0.00000
1/17/2014,25420,-1.601266528,17,3,1,-0.00496,0.85221,0.96225,0.49976
1/18/2014,30100,-1.601266528,18,3,1,0.21122,-0.00514,0.75637,0.99951
1/19/2014,17460,-1.601266528,19,3,1,0.69530,0.21101,0.46568,1.49927
1/20/2014,22700,-1.601266528,20,4,1,-0.61214,0.69501,0.36537,-1.49927
1/21/2014,33750,-1.601266528,21,4,1,-0.07013,-0.61222,0.51696,-0.99951
1/22/2014,32440,-1.601266528,22,4,1,1.07284,-0.07030,0.53748,-0.49976
1/23/2014,27670,-1.601266528,23,4,1,0.93734,1.07250,0.64605,0.00000
1/24/2014,21650,-1.601266528,24,4,1,0.44395,0.93702,0.55174,0.49976
1/25/2014,17340,-1.601266528,25,4,1,-0.17874,0.44370,0.23253,0.99951
1/26/2014,12240,-1.601266528,26,4,1,-0.62455,-0.17889,0.10195,1.49927
1/27/2014,24790,-1.601266528,27,5,1,-1.15208,-0.62463,0.15423,-1.49927
1/28/2014,29080,-1.601266528,28,5,1,0.14605,-1.15208,0.03741,-0.99951
1/29/2014,32710,-1.601266528,29,5,1,0.58979,0.14585,0.04417,-0.49976
1/30/2014,27890,-1.601266528,30,5,1,0.96527,0.58952,0.04967,0.00000
1/31/2014,24540,-1.601266528,31,5,1,0.46671,0.96494,0.12196,0.49976
2/1/2014,28150,-1.311312664,1,5,1,0.12019,0.46645,0.39239,0.99951
2/2/2014,9660,-1.311312664,2,5,1,0.49360,0.12000,0.32784,1.49927
2/3/2014,20560,-1.311312664,3,6,1,-1.41894,0.49334,0.22203,-1.49927
2/4/2014,32220,-1.311312664,4,6,1,-0.29148,-1.41890,0.30058,-0.99951
2/5/2014,25930,-1.311312664,5,6,1,0.91459,-0.29162,0.13097,-0.49976
2/6/2014,25770,-1.311312664,6,6,1,0.26397,0.91426,0.07794,0.00000
2/7/2014,28010,-1.311312664,7,6,1,0.24742,0.26375,0.16474,0.49976
2/8/2014,30240,-1.311312664,8,6,1,0.47912,0.24720,0.21702,0.99951
2/9/2014,40910,-1.311312664,9,6,1,0.70978,0.47886,0.99877,1.49927
2/10/2014,40270,-1.311312664,10,7,1,1.81345,0.70949,1.49183,-1.49927
2/11/2014,11970,-1.311312664,11,7,1,1.74725,1.81299,0.98526,-0.99951
2/12/2014,39170,-1.311312664,12,7,1,-1.18000,1.74680,1.31647,-0.49976
2/13/2014,27880,-1.311312664,13,7,1,1.63347,-1.18000,1.36925,0.00000
2/14/2014,18560,-1.311312664,14,7,1,0.46567,1.63304,1.13285,0.49976
2/15/2014,29400,-1.311312664,15,7,1,-0.49836,0.46542,1.11184,0.99951
2/16/2014,14690,-1.311312664,16,7,1,0.62289,-0.49846,0.45593,1.49927
2/17/2014,27120,-1.311312664,17,8,1,-0.89866,0.62262,0.12697,-1.49927
2/18/2014,25970,-1.311312664,18,8,1,0.38706,-0.89870,0.47719,-0.99951
2/19/2014,28050,-1.311312664,19,8,1,0.26811,0.38682,0.19901,-0.49976
2/20/2014,28550,-1.311312664,20,8,1,0.48326,0.26789,0.21577,0.00000
2/21/2014,24650,-1.311312664,21,8,1,0.53497,0.48300,0.36812,0.49976
2/22/2014,18240,-1.311312664,22,8,1,0.13157,0.53471,0.08894,0.99951
2/23/2014,15850,-1.311312664,23,8,1,-0.53146,0.13137,0.11796,1.49927
2/24/2014,21660,-1.311312664,24,9,1,-0.77867,-0.53155,-0.01862,-1.49927
2/25/2014,30600,-1.311312664,25,9,1,-0.17770,-0.77873,0.09720,-0.99951
2/26/2014,29330,-1.311312664,26,9,1,0.74702,-0.17786,0.12922,-0.49976
2/27/2014,20320,-1.311312664,27,9,1,0.61565,0.74672,-0.07666,0.00000
2/28/2014,23400,-1.311312664,28,9,1,-0.31631,0.61538,-0.10793,0.49976
3/1/2014,27470,-1.0213588,1,9,1,0.00228,-0.31644,0.12296,0.99951
3/2/2014,25600,-1.0213588,2,9,1,0.42326,0.00210,0.36687,1.49927
3/3/2014,27590,-1.0213588,3,10,1,0.22984,0.42302,0.51521,-1.49927
3/4/2014,31330,-1.0213588,4,10,1,0.43567,0.22962,0.53347,-0.99951
3/5/2014,28370,-1.0213588,5,10,1,0.82253,0.43543,0.50946,-0.49976
3/6/2014,39550,-1.0213588,6,10,1,0.51635,0.82222,0.99051,0.00000
3/7/2014,28150,-1.0213588,7,10,1,1.67277,0.51610,1.10934,0.49976
3/8/2014,15570,-1.0213588,8,10,1,0.49360,1.67234,0.81165,0.99951
3/9/2014,41150,-1.0213588,9,10,1,-0.80763,0.49334,1.20065,1.49927
3/10/2014,33900,-1.0213588,10,11,1,1.83827,-0.80769,1.35850,-1.49927
3/11/2014,25890,-1.0213588,11,11,1,1.08836,1.83781,1.22241,-0.99951
3/12/2014,44010,-1.0213588,12,11,1,0.25983,1.08801,1.61366,-0.49976
3/13/2014,31870,-1.0213588,13,11,1,2.13410,0.25961,1.42154,0.00000
3/14/2014,32670,-1.0213588,14,11,1,0.87838,2.13359,1.53461,0.49976
3/15/2014,22870,-1.0213588,15,11,1,0.96113,0.87807,1.71722,0.99951
3/16/2014,25330,-1.0213588,16,11,1,-0.05255,0.96080,1.32147,1.49927
3/17/2014,23720,-1.0213588,17,12,1,0.20191,-0.05272,1.06681,-1.49927
3/18/2014,25330,-1.0213588,18,12,1,0.03538,0.20170,1.05280,-0.99951
3/19/2014,28010,-1.0213588,19,12,1,0.20191,0.03519,0.65255,-0.49976
3/20/2014,35840,-1.0213588,20,12,1,0.47912,0.20170,0.75186,0.00000
3/21/2014,34540,-1.0213588,21,12,1,1.28903,0.47886,0.79864,0.49976
3/22/2014,28660,-1.0213588,22,12,1,1.15456,1.28865,0.94348,0.99951
3/23/2014,27700,-1.0213588,23,12,1,0.54635,1.15420,1.00277,1.49927
3/24/2014,33420,-1.0213588,24,13,1,0.44705,0.54609,1.24542,-1.49927
3/25/2014,12300,-1.0213588,25,13,1,1.03871,0.44680,0.91947,-0.99951
3/26/2014,28820,-1.0213588,26,13,1,-1.14587,1.03837,0.93973,-0.49976
3/27/2014,32920,-1.0213588,27,13,1,0.56290,-1.14587,0.86668,0.00000
3/28/2014,14800,-1.0213588,28,13,1,0.98699,0.56264,0.37287,0.49976
3/29/2014,25210,-1.0213588,29,13,1,-0.88728,0.98666,0.28657,0.99951
3/30/2014,32740,-1.0213588,30,13,1,0.18950,-0.88732,0.41265,1.49927
3/31/2014,28220,-1.0213588,31,14,1,0.96837,0.18929,0.28257,-1.49927
4/1/2014,34190,-0.731404936,1,14,2,0.50084,0.96804,0.83016,-0.99951
4/2/2014,17990,-0.731404936,2,14,2,1.11836,0.50058,0.55924,-0.49976
4/3/2014,26110,-0.731404936,3,14,2,-0.55732,1.11800,0.38888,0.00000
4/4/2014,22860,-0.731404936,4,14,2,0.28259,-0.55741,0.59051,0.49976
4/5/2014,16160,-0.731404936,5,14,2,-0.05358,0.28237,0.36412,0.99951
4/6/2014,44020,-0.731404936,6,14,2,-0.74660,-0.05375,0.64630,1.49927
4/7/2014,23970,-0.731404936,7,15,2,2.13514,-0.74667,0.53998,-1.49927
4/8/2014,29130,-0.731404936,8,15,2,0.06123,2.13463,0.41340,-0.99951
4/9/2014,33860,-0.731404936,9,15,2,0.59497,0.06105,0.81040,-0.49976
4/10/2014,29840,-0.731404936,10,15,2,1.08422,0.59470,0.90371,0.00000
4/11/2014,37310,-0.731404936,11,15,2,0.66841,1.08387,1.26519,0.49976
4/12/2014,30340,-0.731404936,12,15,2,1.44108,0.66812,1.61991,0.99951
4/13/2014,20030,-0.731404936,13,15,2,0.72012,1.44068,1.01978,1.49927
4/14/2014,4170,-0.731404936,14,16,2,-0.34631,0.71983,0.52447,-1.49927
4/15/2014,9240,-0.731404936,15,16,2,-1.98681,-0.34643,0.02690,-0.99951
4/16/2014,33290,-0.731404936,16,16,2,-1.46238,-1.98668,0.01265,-0.49976
4/17/2014,23040,-0.731404936,17,16,2,1.02526,-1.46234,-0.15746,0.00000
4/18/2014,22040,-0.731404936,18,16,2,-0.03496,1.02492,-0.53945,0.49976
4/19/2014,21660,-0.731404936,19,16,2,-0.13840,-0.03513,-0.75659,0.99951
4/20/2014,6850,-0.731404936,20,16,2,-0.17770,-0.13856,-1.08630,1.49927
4/21/2014,28030,-0.731404936,21,17,2,-1.70960,-0.17786,-0.48942,-1.49927
4/22/2014,25870,-0.731404936,22,17,2,0.48119,-1.70951,-0.07341,-0.99951
4/23/2014,41160,-0.731404936,23,17,2,0.25776,0.48093,0.12347,-0.49976
4/24/2014,35850,-0.731404936,24,17,2,1.83931,0.25755,0.44392,0.00000
4/25/2014,36230,-0.731404936,25,17,2,1.29006,1.83884,0.79889,0.49976
4/26/2014,21270,-0.731404936,26,17,2,1.32937,1.28968,0.78914,0.99951
4/27/2014,8920,-0.731404936,27,17,2,-0.21804,1.32898,0.84092,1.49927
4/28/2014,32510,-0.731404936,28,18,2,-1.49548,-0.21819,0.95299,-1.49927
4/29/2014,24850,-0.731404936,29,18,2,0.94458,-1.49543,0.92747,-0.99951
4/30/2014,44980,-0.731404936,30,18,2,0.15226,0.94426,1.02303,-0.49976
5/1/2014,13550,-0.441451072,1,18,2,2.23443,0.15206,0.46518,0.00000
5/2/2014,30060,-0.441451072,2,18,2,-1.01657,2.23391,0.31083,0.49976
5/3/2014,28480,-0.441451072,3,18,2,0.69116,-1.01659,0.49120,0.99951
5/4/2014,24440,-0.441451072,4,18,2,0.52773,0.69088,0.87944,1.49927
5/5/2014,28630,-0.441451072,5,19,2,0.10985,0.52747,0.78238,-1.49927
5/6/2014,34230,-0.441451072,6,19,2,0.54325,0.10965,1.01703,-0.99951
5/7/2014,28830,-0.441451072,7,19,2,1.12249,0.54299,0.61302,-0.49976
5/8/2014,34440,-0.441451072,8,19,2,0.56394,1.12214,1.13560,0.00000
5/9/2014,32880,-0.441451072,9,19,2,1.14421,0.56367,1.20615,0.49976
5/10/2014,7060,-0.441451072,10,19,2,0.98285,1.14386,0.67031,0.99951
5/11/2014,41010,-0.441451072,11,19,2,-1.68788,0.98252,1.08482,1.49927
5/12/2014,28080,-0.441451072,12,20,2,1.82379,-1.68779,1.07106,-1.49927
5/13/2014,21260,-0.441451072,13,20,2,0.48636,1.82333,0.74661,-0.99951
5/14/2014,18290,-0.441451072,14,20,2,-0.21908,0.48610,0.48294,-0.49976
5/15/2014,13650,-0.441451072,15,20,2,-0.52628,-0.21922,-0.03714,0.00000
5/16/2014,25330,-0.441451072,16,20,2,-1.00623,-0.52638,-0.22601,0.49976
5/17/2014,23720,-0.441451072,17,20,2,0.20191,-1.00625,0.19076,0.99951
5/18/2014,25330,-0.441451072,18,20,2,0.03538,0.20170,-0.20149,1.49927
5/19/2014,28010,-0.441451072,19,21,2,0.20191,0.03519,-0.20324,-1.49927
5/20/2014,35840,-0.441451072,20,21,2,0.47912,0.20170,0.16149,-0.99951
5/21/2014,34540,-0.441451072,21,21,2,1.28903,0.47886,0.56800,-0.49976
5/22/2014,28660,-0.441451072,22,21,2,1.15456,1.28865,0.94348,0.00000
5/23/2014,27700,-0.441451072,23,21,2,0.54635,1.15420,1.00277,0.49976
5/24/2014,33420,-0.441451072,24,21,2,0.44705,0.54609,1.24542,0.99951
5/25/2014,12300,-0.441451072,25,21,2,1.03871,0.44680,0.91947,1.49927
5/26/2014,28820,-0.441451072,26,22,2,-1.14587,1.03837,0.93973,-1.49927
5/27/2014,32920,-0.441451072,27,22,2,0.56290,-1.14587,0.86668,-0.99951
5/28/2014,14800,-0.441451072,28,22,2,0.98699,0.56264,0.37287,-0.49976
5/29/2014,25210,-0.441451072,29,22,2,-0.88728,0.98666,0.28657,0.00000
5/30/2014,32740,-0.441451072,30,22,2,0.18950,-0.88732,0.41265,0.49976
5/31/2014,28220,-0.441451072,31,22,2,0.96837,0.18929,0.28257,0.99951
6/1/2014,28910,-0.151497208,1,22,2,0.50084,0.96804,0.69808,1.49927
6/2/2014,30590,-0.151497208,2,23,2,0.57221,0.50058,0.74236,-1.49927
6/3/2014,34010,-0.151497208,3,23,2,0.74598,0.57194,0.76962,-0.99951
6/4/2014,7560,-0.151497208,4,23,2,1.09974,0.74569,0.58851,-0.49976
6/5/2014,22330,-0.151497208,5,23,2,-1.63616,1.09939,0.51646,0.00000
6/6/2014,32680,-0.151497208,6,23,2,-0.10840,-1.63608,0.51496,0.49976
6/7/2014,18980,-0.151497208,7,23,2,0.96217,-0.10856,0.28382,0.99951
6/8/2014,39050,-0.151497208,8,23,2,-0.45491,0.96184,0.53748,1.49927
6/9/2014,21810,-0.151497208,9,24,2,1.62106,-0.45502,0.31784,-1.49927
6/10/2014,30040,-0.151497208,10,24,2,-0.16219,1.62063,0.21853,-0.99951
6/11/2014,25750,-0.151497208,11,24,2,0.68909,-0.16234,0.67356,-0.49976
6/12/2014,23570,-0.151497208,12,24,2,0.24535,0.68881,0.70458,0.00000
6/13/2014,30620,-0.151497208,13,24,2,0.01986,0.24513,0.65305,0.49976
6/14/2014,34000,-0.151497208,14,24,2,0.74909,0.01968,1.02879,0.99951
6/15/2014,17290,-0.151497208,15,24,2,1.09870,0.74879,0.48444,1.49927
6/16/2014,26270,-0.151497208,16,25,2,-0.62972,1.09835,0.59601,-1.49927
6/17/2014,36190,-0.151497208,17,25,2,0.29914,-0.62980,0.74986,-0.99951
6/18/2014,36530,-0.151497208,18,25,2,1.32523,0.29891,1.01953,-0.49976
6/19/2014,26150,-0.151497208,19,25,2,1.36040,1.32484,1.08407,0.00000
6/20/2014,33150,-0.151497208,20,25,2,0.28673,1.36001,1.14736,0.49976
6/21/2014,25860,-0.151497208,21,25,2,1.01078,0.28650,0.94373,0.99951
6/22/2014,11130,-0.151497208,22,25,2,0.25673,1.01045,0.78964,1.49927
6/23/2014,27680,-0.151497208,23,26,2,-1.26689,0.25651,0.82491,-1.49927
6/24/2014,36320,-0.151497208,24,26,2,0.44498,-1.26687,0.82816,-0.99951
6/25/2014,33340,-0.151497208,25,26,2,1.33867,0.44474,0.74836,-0.49976
6/26/2014,32770,-0.151497208,26,26,2,1.03043,1.33829,0.91396,0.00000
6/27/2014,25170,-0.151497208,27,26,2,0.97148,1.03010,0.71434,0.49976
6/28/2014,28010,-0.151497208,28,26,2,0.18536,0.97115,0.76812,0.99951
6/29/2014,9500,-0.151497208,29,26,2,0.47912,0.18515,0.72735,1.49927
6/30/2014,27650,-0.151497208,30,27,2,-1.43549,0.47886,0.72660,-1.49927
7/1/2014,35180,0.138456655,1,27,3,0.44188,-1.43545,0.69808,-0.99951
7/2/2014,30390,0.138456655,2,27,3,1.22076,0.44163,0.62428,-0.49976
7/3/2014,29330,0.138456655,3,27,3,0.72530,1.22039,0.53823,0.00000
7/4/2014,33910,0.138456655,4,27,3,0.61565,0.72501,0.75687,0.49976
7/5/2014,34190,0.138456655,5,27,3,1.08939,0.61538,0.91146,0.99951
7/6/2014,38330,0.138456655,6,27,3,1.11836,1.08905,1.63267,1.49927
7/7/2014,26260,0.138456655,7,28,3,1.54658,1.11800,1.59790,-1.49927
7/8/2014,40410,0.138456655,8,28,3,0.29810,1.54616,1.72873,-0.99951
7/9/2014,7580,0.138456655,9,28,3,1.76173,0.29788,1.15812,-0.49976
7/10/2014,27420,0.138456655,10,28,3,-1.63409,1.76128,1.11034,0.00000
7/11/2014,37290,0.138456655,11,28,3,0.41809,-1.63402,1.19489,0.49976
7/12/2014,10470,0.138456655,12,28,3,1.43901,0.41785,0.60152,0.99951
7/13/2014,6170,0.138456655,13,28,3,-1.33516,1.43861,-0.20299,1.49927
7/14/2014,27970,0.138456655,14,29,3,-1.77993,-1.33513,-0.16021,-1.49927
7/15/2014,37880,0.138456655,15,29,3,0.47498,-1.77984,-0.22350,-0.99951
7/16/2014,35580,0.138456655,16,29,3,1.50004,0.47473,0.47694,-0.49976
7/17/2014,35460,0.138456655,17,29,3,1.26213,1.49962,0.67807,0.00000
7/18/2014,27880,0.138456655,18,29,3,1.24972,1.26176,0.44267,0.49976
7/19/2014,21180,0.138456655,19,29,3,0.46567,1.24935,0.71059,0.99951
7/20/2014,6800,0.138456655,20,29,3,-0.22735,0.46542,0.72635,1.49927
7/21/2014,28980,0.138456655,21,30,3,-1.71477,-0.22750,0.75161,-1.49927
7/22/2014,32780,0.138456655,22,30,3,0.57945,-1.71468,0.62403,-0.99951
7/23/2014,33380,0.138456655,23,30,3,0.97251,0.57918,0.56900,-0.49976
7/24/2014,33970,0.138456655,24,30,3,1.03457,0.97218,0.53172,0.00000
7/25/2014,31170,0.138456655,25,30,3,1.09560,1.03423,0.61403,0.49976
7/26/2014,24560,0.138456655,26,30,3,0.80598,1.09525,0.69858,0.99951
7/27/2014,11090,0.138456655,27,30,3,0.12226,0.80567,0.80590,1.49927
7/28/2014,29100,0.138456655,28,31,3,-1.27103,0.12206,0.80890,-1.49927
7/29/2014,36040,0.138456655,29,31,3,0.59186,-1.27101,0.89045,-0.99951
7/30/2014,22070,0.138456655,30,31,3,1.30971,0.59159,0.60752,-0.49976
7/31/2014,41770,0.138456655,31,31,3,-0.13529,1.30933,0.80264,0.00000
8/1/2014,34860,0.428410519,1,31,3,1.90240,-0.13545,0.89495,0.49976
8/2/2014,22800,0.428410519,2,31,3,1.18766,1.90193,0.85092,0.99951
8/3/2014,19290,0.428410519,3,31,3,-0.05979,1.18730,1.05605,1.49927
8/4/2014,35450,0.428410519,4,32,3,-0.42285,-0.05996,1.21490,-1.49927
8/5/2014,31500,0.428410519,5,32,3,1.24869,-0.42296,1.10133,-0.99951
8/6/2014,13160,0.428410519,6,32,3,0.84011,1.24831,0.87844,-0.49976
8/7/2014,29100,0.428410519,7,32,3,-1.05691,0.83980,0.56149,0.00000
8/8/2014,29080,0.428410519,8,32,3,0.59186,-1.05693,0.41690,0.49976
8/9/2014,22600,0.428410519,9,32,3,0.58979,0.59159,0.41190,0.99951
8/10/2014,27300,0.428410519,10,32,3,-0.08047,0.58952,0.61227,1.49927
8/11/2014,35800,0.428410519,11,33,3,0.40568,-0.08064,0.62103,-1.49927
8/12/2014,21470,0.428410519,12,33,3,1.28489,0.40544,0.37012,-0.99951
8/13/2014,35900,0.428410519,13,33,3,-0.19736,1.28451,0.93898,-0.49976
8/14/2014,26820,0.428410519,14,33,3,1.29523,-0.19750,0.88194,0.00000
8/15/2014,31260,0.428410519,15,33,3,0.35603,1.29485,0.93648,0.49976
8/16/2014,27210,0.428410519,16,33,3,0.81529,0.35579,1.05180,0.99951
8/17/2014,8270,0.428410519,17,33,3,0.39637,0.81498,0.57575,1.49927
8/18/2014,26040,0.428410519,18,34,3,-1.56272,0.39613,0.33160,-1.49927
8/19/2014,42190,0.428410519,19,34,3,0.27535,-1.56266,0.84992,-0.99951
8/20/2014,29610,0.428410519,20,34,3,1.94585,0.27513,0.69257,-0.49976
8/21/2014,29530,0.428410519,21,34,3,0.64462,1.94537,0.76037,0.00000
8/22/2014,14340,0.428410519,22,34,3,0.63634,0.64434,0.33710,0.49976
8/23/2014,31570,0.428410519,23,34,3,-0.93486,0.63606,0.44617,0.99951
